img	caption	sentence
16409-mary08.jpg	a statue of a woman standing next to a building	a statue of a woman stand next to a building
16013-04bay21.jpg	a large ornate clock in a large building	a large ornate clock in a large building
37458-port_man.jpg	a picture of a man in a mirror	a picture of a man in a mirror
41908-stillife.jpg	a group of birds sitting on top of a table	a group of birds sit on top of a table
23016-portrai2.jpg	a woman in a dress standing in a room	a woman in a dress stand in a room
32253-05sabin1.jpg	a group of people standing in front of a building	a group of people stand in front of a building
40170-christ_a.jpg	a man sitting on a couch next to a dog	a man sit on a couch next to a dog
13014-marriag2.jpg	a black and white photo of a woman in a black dress	a black and white photo of a woman in a black dress
15429-couple.jpg	a man wearing a red hat and a woman	a man wear a red hat and a woman
39665-04madonn.jpg	a woman sitting on a couch holding a baby	a woman sit on a couch holding a baby
34982-05formis.jpg	a painting of a man and a statue on a wall	a painting of a man and a statue on a wall
36039-harbour.jpg	a group of people standing in front of a stone building	a group of people stand in front of a stone building
39680-05philip.jpg	a painting of a man and a dog on a bike	a painting of a man and a dog on a bike
16674-arezzo1.jpg	a woman standing in front of a building	a woman stand in front of a building
37721-flowers.jpg	a vase filled with flowers sitting on a table	a vase filled with flowers sit on a table
29766-gentlema.jpg	a man sitting on a chair holding a baby	a man sit on a chair holding a baby
34961-05german.jpg	the inside of a building with a clock on it	the inside of a building with a clock on it
35411-32religi.jpg	a large group of people in a room	a large group of people in a room
23482-portgirl.jpg	a close up of a child in a suit	a close up of a child in a suit
10588-bacchus.jpg	a group of people standing in a field next to each other	a group of people stand in a field next to each other
33902-17noremb.jpg	a group of people standing next to each other	a group of people stand next to each other
39046-3ariost11.jpg	a room filled with lots of furniture and decor	a room filled with lots of furniture and decor
31301-polyptic.jpg	a picture of a group of people and a clock	a picture of a group of people and a clock
05659-grape.jpg	a group of people that are sitting in the water	a group of people that are sit in the water
21230-breakfas.jpg	a group of people sitting around a table	a group of people sit around a table
22998-philip5.jpg	a group of people standing around a building	a group of people stand around a building
22948-13pfamil.jpg	a group of people standing next to each other	a group of people stand next to each other
11491-picnic.jpg	a group of people in a field with trees	a group of people in a field with trees
39564-04popeal.jpg	a couple of men standing next to each other	a couple of men stand next to each other
29325-1nagybal.jpg	a man with a hat on his head	a man with a hat on his head
39108-11immacu.jpg	a woman standing next to a painting on a wall	a woman stand next to a painting on a wall
15569-2martyr.jpg	a painting of a woman standing next to a woman	a painting of a woman stand next to a woman
37643-1paolo02.jpg	a large group of people in a museum	a large group of people in a museum
18729-guard109.jpg	a group of people riding on the backs of elephants	a group of people rid on the backs of elephants
38866-04udine.jpg	a group of people standing next to each other	a group of people stand next to each other
44183-coastal.jpg	a group of people walking across a body of water	a group of people walk across a body of water
10482-tolomeo.jpg	a group of people that are sitting on the ground	a group of people that are sit on the ground
33290-couple1.jpg	a man wearing a hat and a hat	a man wear a hat and a hat
30346-altar3.jpg	a painting of a man sitting next to a giant clock	a painting of a man sit next to a giant clock
09992-original.jpg	a couple of men sitting on top of a bed	a couple of men sit on top of a bed
36002-socrates.jpg	a group of people sitting in a room	a group of people sit in a room
29868-virtue.jpg	a picture of a group of people on horses	a picture of a group of people on horses
19373-61hayez.jpg	a group of people standing next to each other	a group of people stand next to each other
15861-justice.jpg	a group of people sitting on a couch with a dog	a group of people sit on a couch with a dog
29427-portlady.jpg	an old photo of a woman sitting in a chair	an old photo of a woman sit in a chair
20341-balloon.jpg	a large group of people on horses in a field	a large group of people on horses in a field
33543-64portra.jpg	a woman in a dress holding an umbrella	a woman in a dress hold an umbrella
43065-montigny.jpg	a man with a beard and a white shirt	a man with a beard and a white shirt
25867-allegor1.jpg	a group of people sitting in a room	a group of people sit in a room
18083-3sebasti.jpg	a statue of a woman standing next to a statue	a statue of a woman stand next to a statue
00565-x_crucif.jpg	a couple of women standing next to each other	a couple of women stand next to each other
02769-pieta.jpg	a dog is laying down on a couch	a dog is lay down on a couch
29410-bonnier.jpg	a woman is sitting down with an umbrella	a woman is sit down with an umbrella
26106-28jerome.jpg	a man sitting on a couch next to a man	a man sit on a couch next to a man
11487-wardle.jpg	a man in a black jacket standing next to a wall	a man in a black jacket stand next to a wall
31058-1miser05.jpg	a black and white photo of a man with a glove	a black and white photo of a man with a glove
35638-06sketch.jpg	a black and white photo of a woman and a dog	a black and white photo of a woman and a dog
19379-75hayez.jpg	a group of people standing in front of a building	a group of people stand in front of a building
41912-stillif1.jpg	a close up of a plate of food on a table	a close up of a plate of food on a table
16884-temple.jpg	a statue of a man laying on top of a stone structure	a statue of a man lay on top of a stone structure
00800-predel1.jpg	a group of people standing around a building	a group of people stand around a building
37712-stillif1.jpg	a bunch of fruits and vegetables on a table	a bunch of fruits and vegetables on a table
37343-virgin.jpg	a woman sitting on a bed next to a man	a woman sit on a bed next to a man
04549-madonna.jpg	a painting of a man sitting next to a clock	a painting of a man sit next to a clock
29963-travelle.jpg	a couple of people sitting next to a building	a couple of people sit next to a building
20539-crucifi.jpg	a painting of a man standing next to a clock	a painting of a man stand next to a clock
18259-0707grec.jpg	a couple of people that are sitting down	a couple of people that are sit down
41476-sacrati.jpg	a couple of men standing next to each other	a couple of men stand next to each other
05078-madonna.jpg	a group of people sitting in a room	a group of people sit in a room
16076-joachi4.jpg	a woman standing next to a group of animals	a woman stand next to a group of animals
35614-16landsc.jpg	a group of animals that are standing in the dirt	a group of animals that are stand in the dirt
25970-04noporx.jpg	a woman in a dress shirt holding a tie	a woman in a dress shirt hold a tie
19290-groupart.jpg	a group of people sitting around a living room	a group of people sit around a living room
13524-1selfpor.jpg	a man is sitting in a red chair	a man is sit in a red chair
19573-tarquin.jpg	a group of people sitting on a couch	a group of people sit on a couch
39093-07rezzo7.jpg	a painting of a man and a woman on a <unk>	a painting of a man and a woman on a < unk >
06236-z_pope1.jpg	a close up of a person wearing a hat	a close up of a person wear a hat
26386-1self_po.jpg	a woman wearing a red shirt and a tie	a woman wear a red shirt and a tie
